ID,Salary
3569,252859.25
3570,221343.4
3571,243396.6
3572,289453.28
3573,330669.16
3574,351747.62
3575,264291.88
3576,242568.23
3577,169555.62
3578,238379.8
3579,322912.1
3580,274882
3581,180341.56
3582,210421.14
3583,261661.1
3584,216022.69
3585,249468.1
3586,344393.34
3587,294532.47
3588,192408.4
3589,188760.89
3590,153173.2
3591,401619.28
3592,341588.8
3593,245392.4
3594,230000.53
3595,291816.4
3596,430525.12
3597,705071.5
3598,170382.47
3599,302662.78
3600,302353.84
3601,237202.69
3602,252565.19
3603,251151.03
3604,287625.56
3605,209801.81
3606,143175.84
3607,296933.34
3608,309873.66
3609,264157.6
3610,339101.88
3611,294242.03
3612,195527.81
3613,173048.06
3614,316162.75
3615,191471.56
3616,259611.44
3617,541195.75
3618,327432.4
3619,242956.48
3620,355699.03
3621,240644.55
3622,174220.17
3623,216023.75
3624,418000.53
3625,418808.28
3626,261429.06
3627,241938
3628,300070.06
3629,321103.44
3630,272636.34
3631,228619.38
3632,348561.8
3633,287432.47
3634,197107.03
3635,174645.97
3636,262733.84
3637,313920.75
3638,375693.62
3639,235109.02
3640,162839.66
3641,230492.38
3642,263456.6
3643,258470.34
3644,242099
3645,302066.56
3646,174984.36
3647,442892.62
3648,226355.02
3649,197244.31
3650,647133.25
3651,274979.9
3652,301906.8
3653,463112.75
3654,194299.62
3655,161755.08
3656,249040.44
3657,326026.72
3658,199345.95
3659,298624.6
3660,324638.66
3661,267320.53
3662,398869.8
3663,326371.28
3664,253139.88
3665,236180.88
3666,232256.03
3667,633537
3668,188333.02
3669,259201.2
3670,296393.3
3671,228219
3672,199037.22
3673,257220.33
3674,321957.25
3675,242506.27
3676,217635.61
3677,450832.53
3678,346068.72
3679,278147.03
3680,235127.52
3681,353907.94
3682,174570.6
3683,219366.31
3684,232538.48
3685,298661.25
3686,264259.22
3687,321060.1
3688,261809.81
3689,190681.45
3690,446486.03
3691,195550.05
3692,231503.05
3693,169159.45
3694,243474.66
3695,187803.16
3696,248203.7
3697,281365.9
3698,457737.97
3699,392994.4
3700,212162.31
3701,266975.1
3702,458275.1
3703,229135.78
3704,226376.52
3705,424516.5
3706,208247.77
3707,293339.97
3708,286105.16
3709,285254.8
3710,607305.56
3711,183798.78
3712,274772.7
3713,170338.31
3714,342656.7
3715,950131.94
3716,388838.72
3717,252130.4
3718,412743.88
3719,215542.78
3720,362445.88
3721,316633.1
3722,269699.38
3723,280499.88
3724,275416.97
3725,357274.88
3726,434127.47
3727,227091.48
3728,175383
3729,269632.1
3730,291866.84
3731,624332.44
3732,175384.7
3733,272789.53
3734,310611.75
3735,469604.62
3736,313253.75
3737,316008.44
3738,177315.56
3739,306600.84
3740,206057.44
3741,268517.8
3742,149192.39
3743,251887.28
3744,346384.2
3745,303388.06
3746,468865.84
3747,249387.5
3748,198428.38
3749,288862.47
3750,389112.22
3751,145797
3752,199506.84
3753,218144.27
3754,276774.72
3755,367909.44
3756,315263.22
3757,222824.05
3758,428532.28
3759,310949.84
3760,217845.27
3761,181627.61
3762,255990.39
3763,322540.5
3764,354121.3
3765,601152.2
3766,216766.05
3767,161196.5
3768,240055.97
3769,297971.47
3770,552488.56
3771,465494.34
3772,313022.2
3773,237770.6
3774,161895.3
3775,245096.64
3776,340306.84
3777,189997.64
3778,150057.45
3779,240127.42
3780,219588.5
3781,283197.2
3782,201190.33
3783,231856.4
3784,197501.56
3785,200905.22
3786,202822.16
3787,202836.89
3788,191799.23
3789,319413.16
3790,297898.78
3791,989019.25
3792,241086.7
3793,216234.81
3794,239246.8
3795,256192.9
3796,293227.53
3797,396778.53
3798,208973.56
3799,347596.34
3800,269820.8
3801,303147.7
3802,236592.69
3803,344642.62
3804,251835
3805,331749.2
3806,199023.73
3807,280899.84
3808,331001.44
3809,264732.03
3810,258798.4
3811,191853.42
3812,209653.14
3813,241356.6
3814,188406.38
3815,267436.16
3816,171469.7
3817,240220.16
3818,263273.6
3819,942165.94
3820,276652.34
3821,413070.1
3822,259014.3
3823,339089.62
3824,248624.66
3825,246493.16
3826,203575.16
3827,294819.7
3828,221139.86
3829,177180.03
3830,211548.38
3831,186648.81
3832,691499.5
3833,271683.8
3834,293244.06
3835,302109.47
3836,403606.34
3837,317432.84
3838,259967.25
3839,699518.3
3840,164844.94
3841,203505.28
3842,182724.31
3843,241609.75
3844,371270.3
3845,292360.22
3846,245731.94
3847,250192.56
3848,386596.94
3849,361330.03
3850,287828.72
3851,245934.03
3852,244643.73
3853,342529.62
3854,270539.88
3855,307146.75
3856,268547.38
3857,526864.3
3858,258783.12
3859,244671.06
3860,275887.72
3861,213867.45
3862,322496.16
3863,505383.2
3864,270038.84
3865,226916.17
3866,317602.6
3867,276293.84
3868,208169.55
3869,306792.5
3870,254233.33
3871,518367.84
3872,166747.4
3873,185076.31
3874,217570.97
3875,223544.7
3876,223283.64
3877,217696.38
3878,258713.38
3879,240447.72
3880,239558.62
3881,267192.56
3882,310860.84
3883,530529.6
3884,293652.8
3885,244265.95
3886,208001.88
3887,284079.16
3888,404766.44
3889,230825.95
3890,268188.34
3891,422217.53
3892,510822.84
3893,329459.38
3894,415656.4
3895,885926.06
3896,741530.4
3897,371313.6
3898,292925
3899,220401.28
3900,232793.81
3901,174300.86
3902,413849.12
3903,264662
3904,248083
3905,210716.8
3906,289064.97
3907,259661.53
3908,398147
3909,200013.84
3910,444055.1
3911,231300.17
3912,313496.97
3913,218231.27
3914,302800.34
3915,234882.16
3916,337540.06
3917,173800.05
3918,906383.75
3919,268527.84
3920,219523.58
3921,333536.2
3922,249750.61
3923,199833.61
3924,250507.19
3925,290335.44
3926,322965.44
3927,238840.81
3928,287381.97
3929,214834.19
3930,210896.89
3931,537607
3932,201348.86
3933,335316.06
3934,119022
3935,301805.1
3936,234187.08
3937,196100.77
3938,132405.95
3939,301847.9
3940,284561.97
3941,215441.25
3942,158076.88
3943,200804.94
3944,322448.28
3945,627187.44
3946,294150.22
3947,163831.66
3948,201433.02
3949,238612.72
3950,202434.86
3951,156479.34
3952,375192.1
3953,223365.75
3954,268583.28
3955,849206.06
3956,213404.67
3957,291704
3958,182073
3959,236652.97
3960,160694.48
3961,286063.4
3962,268327.6
3963,269021.44
3964,217025.17
3965,440524.78
3966,218242.33
3967,338964.72
3968,238634.17
3969,301640.72
3970,219627.78
3971,376566.8
3972,375840.34
3973,208080.44
3974,291509.2
3975,288018.47
3976,303793.66
3977,200088.53
3978,182619.52
3979,243743.53
3980,235976.08
3981,488307.22
3982,267305.78
3983,306436.7
3984,318163.28
3985,385717.6
3986,314629.84
3987,409993.84
3988,291307.47
3989,714250
3990,333518.03
3991,211704.78
3992,317345.16
3993,273172.84
3994,302366.44
3995,292702.38
3996,264766.44
3997,332397.44
